key,lang,status,message
"Lenovo:ZAEF0012SE",EN,OK,""
"Lenovo:ZAE40006SE",EN,OK,""
"Lenovo:ZAEG0041SE",EN,OK,""
"Apple:MD1T4QN/A",EN,ERROR,"No match for provided identifiers"
"Apple:MYX23QN/A",EN,ERROR,"No match for provided identifiers"
"Apple:MYEC3QN/A",EN,ERROR,"No match for provided identifiers"
"Honor:6936520873746",EN,OK,""
"OnePlus:5011113506",EN,ERROR,"No match for provided identifiers"
"OnePlus:CPH2653",EN,ERROR,"No match for provided identifiers"
"Motorola:PB310003SE",EN,OK,""
"Samsung:SM-S936BLGGEUB",EN,OK,""
"Samsung:SM-A136BZKUEUE",EN,OK,""
"Samsung:SM-G736BZKDEEE",EN,OK,""
"Apple:MX4F3QN/A",EN,ERROR,"No match for provided identifiers"
"Apple:MXGJ3QN/A",EN,ERROR,"No match for provided identifiers"
"Apple:MWYX3QN/A",EN,ERROR,"No match for provided identifiers"
"Apple:MWY23QN/A",EN,ERROR,"No match for provided identifiers"
"Suunto:SS050438000",EN,ERROR,"No match for provided identifiers"
"Suunto:SS050053000",EN,ERROR,"No match for provided identifiers"
"Suunto:SS050463000",EN,ERROR,"No match for provided identifiers"
"Garmin:010-02582-61",EN,ERROR,"No match for provided identifiers"
"Garmin:010-02704-01",EN,ERROR,"No match for provided identifiers"
"Garmin:010-02641-13",EN,ERROR,"No match for provided identifiers"
"Apple:MXP63DN/A",EN,ERROR,"No match for provided identifiers"
"Apple:MTJV3DN/A",EN,ERROR,"No match for provided identifiers"
"Apple:MWW63DN/A",EN,ERROR,"No match for provided identifiers"
"Deltaco Gaming:GAM-128",EN,ERROR,"No match for provided identifiers"
"Deltaco Gaming:GAM-030-W",EN,ERROR,"No match for provided identifiers"
"Jabra:25089-899-899-01",EN,OK,""
"Jabra:5399-823-389-01",EN,OK,""
"Philips:TAG5106BK/00",EN,OK,""
"Philips:SHE2305WT/00",EN,OK,""
"Philips:SHE2405PP/00",EN,OK,""
